,medal_type,medal_code,medal_date,athlete_name,athlete_sex,athlete_link,country_code,discipline_code,event,country,discipline
2060,Bronze Medal,3,2021-08-07 00:00:00.0,KO Lydia,W,../../../en/results/golf/athlete-profile-n1459960-ko-lydia.htm,NZL,GLF,Women's Individual Stroke Play,New Zealand,Golf
2061,Gold Medal,1,2021-08-07 00:00:00.0,ABALO Luc,M,../../../en/results/handball/athlete-profile-n1350409-abalo-luc.htm,FRA,HBL,Men,France,Handball
2062,Gold Medal,1,2021-08-07 00:00:00.0,DESCAT Hugo,M,../../../en/results/handball/athlete-profile-n1350415-descat-hugo.htm,FRA,HBL,Men,France,Handball
2063,Gold Medal,1,2021-08-07 00:00:00.0,FABREGAS Ludovic,M,../../../en/results/handball/athlete-profile-n1350418-fabregas-ludovic.htm,FRA,HBL,Men,France,Handball
2064,Gold Medal,1,2021-08-07 00:00:00.0,GENTY Yann,M,../../../en/results/handball/athlete-profile-n1350419-genty-yann.htm,FRA,HBL,Men,France,Handball
2065,Gold Medal,1,2021-08-07 00:00:00.0,GERARD Vincent,M,../../../en/results/handball/athlete-profile-n1350420-gerard-vincent.htm,FRA,HBL,Men,France,Handball
2066,Gold Medal,1,2021-08-07 00:00:00.0,GUIGOU Michael,M,../../../en/results/handball/athlete-profile-n1350422-guigou-michael.htm,FRA,HBL,Men,France,Handball
2067,Gold Medal,1,2021-08-07 00:00:00.0,KARABATIC Nikola,M,../../../en/results/handball/athlete-profile-n1350423-karabatic-nikola.htm,FRA,HBL,Men,France,Handball
2068,Gold Medal,1,2021-08-07 00:00:00.0,KARABATIC Luka,M,../../../en/results/handball/athlete-profile-n1350424-karabatic-luka.htm,FRA,HBL,Men,France,Handball
2069,Gold Medal,1,2021-08-07 00:00:00.0,LAGARDE Romain,M,../../../en/results/handball/athlete-profile-n1350427-lagarde-romain.htm,FRA,HBL,Men,France,Handball
2070,Gold Medal,1,2021-08-07 00:00:00.0,MAHE Kentin,M,../../../en/results/handball/athlete-profile-n1350430-mahe-kentin.htm,FRA,HBL,Men,France,Handball
2071,Gold Medal,1,2021-08-07 00:00:00.0,MEM Dika,M,../../../en/results/handball/athlete-profile-n1350431-mem-dika.htm,FRA,HBL,Men,France,Handball
2072,Gold Medal,1,2021-08-07 00:00:00.0,NGUESSAN Timothey,M,../../../en/results/handball/athlete-profile-n1350434-nguessan-timothey.htm,FRA,HBL,Men,France,Handball
2073,Gold Medal,1,2021-08-07 00:00:00.0,PORTE Valentin,M,../../../en/results/handball/athlete-profile-n1350440-porte-valentin.htm,FRA,HBL,Men,France,Handball
2074,Gold Medal,1,2021-08-07 00:00:00.0,REMILI Nedim,M,../../../en/results/handball/athlete-profile-n1350442-remili-nedim.htm,FRA,HBL,Men,France,Handball
2075,Gold Medal,1,2021-08-07 00:00:00.0,RICHARDSON Melvyn,M,../../../en/results/handball/athlete-profile-n1350443-richardson-melvyn.htm,FRA,HBL,Men,France,Handball
2076,Gold Medal,1,2021-08-07 00:00:00.0,TOURNAT Nicolas,M,../../../en/results/handball/athlete-profile-n1350446-tournat-nicolas.htm,FRA,HBL,Men,France,Handball
2077,Silver Medal,2,2021-08-07 00:00:00.0,ANDERSSON Lasse,M,../../../en/results/handball/athlete-profile-n1367051-andersson-lasse.htm,DEN,HBL,Men,Denmark,Handball
2078,Silver Medal,2,2021-08-07 00:00:00.0,GIDSEL Mathias,M,../../../en/results/handball/athlete-profile-n1367062-gidsel-mathias.htm,DEN,HBL,Men,Denmark,Handball
2079,Silver Medal,2,2021-08-07 00:00:00.0,HANSEN Johan,M,../../../en/results/handball/athlete-profile-n1367065-hansen-johan.htm,DEN,HBL,Men,Denmark,Handball
2080,Silver Medal,2,2021-08-07 00:00:00.0,HOLM Jacob,M,../../../en/results/handball/athlete-profile-n1367066-holm-jacob.htm,DEN,HBL,Men,Denmark,Handball
2081,Silver Medal,2,2021-08-07 00:00:00.0,JAKOBSEN Emil,M,../../../en/results/handball/athlete-profile-n1367069-jakobsen-emil.htm,DEN,HBL,Men,Denmark,Handball
2082,Silver Medal,2,2021-08-07 00:00:00.0,LANDIN Magnus,M,../../../en/results/handball/athlete-profile-n1367072-landin-magnus.htm,DEN,HBL,Men,Denmark,Handball
2083,Silver Medal,2,2021-08-07 00:00:00.0,LANDIN Niklas,M,../../../en/results/handball/athlete-profile-n1367073-landin-niklas.htm,DEN,HBL,Men,Denmark,Handball
2084,Silver Medal,2,2021-08-07 00:00:00.0,MENSAH Mads,M,../../../en/results/handball/athlete-profile-n1367081-mensah-mads.htm,DEN,HBL,Men,Denmark,Handball
2085,Silver Medal,2,2021-08-07 00:00:00.0,MOELLGAARD Henrik,M,../../../en/results/handball/athlete-profile-n1367086-moellgaard-henrik.htm,DEN,HBL,Men,Denmark,Handball
2086,Silver Medal,2,2021-08-07 00:00:00.0,OLSEN Morten,M,../../../en/results/handball/athlete-profile-n1367088-olsen-morten.htm,DEN,HBL,Men,Denmark,Handball
2087,Silver Medal,2,2021-08-07 00:00:00.0,SAUGSTRUP Magnus,M,../../../en/results/handball/athlete-profile-n1367091-saugstrup-magnus.htm,DEN,HBL,Men,Denmark,Handball
2088,Silver Medal,2,2021-08-07 00:00:00.0,SVAN Lasse,M,../../../en/results/handball/athlete-profile-n1367092-svan-lasse.htm,DEN,HBL,Men,Denmark,Handball
2089,Silver Medal,2,2021-08-07 00:00:00.0,TOFT HANSEN Henrik,M,../../../en/results/handball/athlete-profile-n1367094-toft-hansen-henrik.htm,DEN,HBL,Men,Denmark,Handball
2090,Silver Medal,2,2021-08-07 00:00:00.0,HANSEN Mikkel,M,../../../en/results/handball/athlete-profile-n1390780-hansen-mikkel.htm,DEN,HBL,Men,Denmark,Handball
2091,Silver Medal,2,2021-08-07 00:00:00.0,MOELLER Kevin,M,../../../en/results/handball/athlete-profile-n1390781-moeller-kevin.htm,DEN,HBL,Men,Denmark,Handball
2092,Bronze Medal,3,2021-08-07 00:00:00.0,GARCIA ROBLEDO Antonio,M,../../../en/results/handball/athlete-profile-n1594387-garcia-robledo-antonio.htm,ESP,HBL,Men,Spain,Handball
2093,Bronze Medal,3,2021-08-07 00:00:00.0,GOMEZ ABELLO Aleix,M,../../../en/results/handball/athlete-profile-n1314284-gomez-abello-aleix.htm,ESP,HBL,Men,Spain,Handball
2094,Bronze Medal,3,2021-08-07 00:00:00.0,CORRALES RODAL Rodrigo,M,../../../en/results/handball/athlete-profile-n1314291-corrales-rodal-rodrigo.htm,ESP,HBL,Men,Spain,Handball
2095,Bronze Medal,3,2021-08-07 00:00:00.0,MAQUEDA PENO Jorge,M,../../../en/results/handball/athlete-profile-n1314297-maqueda-peno-jorge.htm,ESP,HBL,Men,Spain,Handball
2096,Bronze Medal,3,2021-08-07 00:00:00.0,SOLE SALA Ferran,M,../../../en/results/handball/athlete-profile-n1314302-sole-sala-ferran.htm,ESP,HBL,Men,Spain,Handball
2097,Bronze Medal,3,2021-08-07 00:00:00.0,PEREZ de VARGAS MORENO Gonzalo,M,../../../en/results/handball/athlete-profile-n1314307-perez-de-vargas-moreno-gonzalo.htm,ESP,HBL,Men,Spain,Handball
2098,Bronze Medal,3,2021-08-07 00:00:00.0,DUJSHEBAEV DOVICHEBAEVA Alex,M,../../../en/results/handball/athlete-profile-n1314309-dujshebaev-dovichebaeva-alex.htm,ESP,HBL,Men,Spain,Handball
2099,Bronze Medal,3,2021-08-07 00:00:00.0,FIGUERAS TREJO Adrian,M,../../../en/results/handball/athlete-profile-n1314310-figueras-trejo-adrian.htm,ESP,HBL,Men,Spain,Handball
2100,Bronze Medal,3,2021-08-07 00:00:00.0,MORROS de ARGILA Viran,M,../../../en/results/handball/athlete-profile-n1314311-morros-de-argila-viran.htm,ESP,HBL,Men,Spain,Handball
2101,Bronze Medal,3,2021-08-07 00:00:00.0,ENTRERRIOS RODRIGUEZ Raul,M,../../../en/results/handball/athlete-profile-n1314313-entrerrios-rodriguez-raul.htm,ESP,HBL,Men,Spain,Handball
2102,Bronze Medal,3,2021-08-07 00:00:00.0,GURBINDO MARTINEZ Eduardo,M,../../../en/results/handball/athlete-profile-n1314315-gurbindo-martinez-eduardo.htm,ESP,HBL,Men,Spain,Handball
2103,Bronze Medal,3,2021-08-07 00:00:00.0,SARMIENTO MELIAN Daniel,M,../../../en/results/handball/athlete-profile-n1314316-sarmiento-melian-daniel.htm,ESP,HBL,Men,Spain,Handball
2104,Bronze Medal,3,2021-08-07 00:00:00.0,SANCHEZ-MIGALLON NARANJO Miguel,M,../../../en/results/handball/athlete-profile-n1314317-sanchez-migallon-naranjo-miguel.htm,ESP,HBL,Men,Spain,Handball
2105,Bronze Medal,3,2021-08-07 00:00:00.0,FERNANDEZ PEREZ Angel,M,../../../en/results/handball/athlete-profile-n1314319-fernandez-perez-angel.htm,ESP,HBL,Men,Spain,Handball
2106,Bronze Medal,3,2021-08-07 00:00:00.0,AGUINAGALDE AQUIZU Julen,M,../../../en/results/handball/athlete-profile-n1314322-aguinagalde-aquizu-julen.htm,ESP,HBL,Men,Spain,Handball
2107,Bronze Medal,3,2021-08-07 00:00:00.0,GUARDIOLA VILLAPLANA Gedeon,M,../../../en/results/handball/athlete-profile-n1314336-guardiola-villaplana-gedeon.htm,ESP,HBL,Men,Spain,Handball
2108,Gold Medal,1,2021-08-07 00:00:00.0,GANJZADEH Sajad,M,../../../en/results/karate/athlete-profile-n1284739-ganjzadeh-sajad.htm,IRI,KTE,Men's Kumite +75kg,Islamic Republic of Iran,Karate
2109,Silver Medal,2,2021-08-07 00:00:00.0,HAMEDI Tareg,M,../../../en/results/karate/athlete-profile-n1483645-hamedi-tareg.htm,KSA,KTE,Men's Kumite +75kg,Saudi Arabia,Karate
2110,Bronze Medal,3,2021-08-07 00:00:00.0,ARAGA Ryutaro,M,../../../en/results/karate/athlete-profile-n1315375-araga-ryutaro.htm,JPN,KTE,Men's Kumite +75kg,Japan,Karate
2111,Bronze Medal,3,2021-08-07 00:00:00.0,AKTAS Ugur,M,../../../en/results/karate/athlete-profile-n1325285-aktas-ugur.htm,TUR,KTE,Men's Kumite +75kg,Turkey,Karate
2112,Gold Medal,1,2021-08-07 00:00:00.0,ABDELAZIZ Feryal,W,../../../en/results/karate/athlete-profile-n1306348-abdelaziz-feryal.htm,EGY,KTE,Women's Kumite +61kg,Egypt,Karate
2113,Silver Medal,2,2021-08-07 00:00:00.0,ZARETSKA Iryna,W,../../../en/results/karate/athlete-profile-n1439654-zaretska-iryna.htm,AZE,KTE,Women's Kumite +61kg,Azerbaijan,Karate
2114,Bronze Medal,3,2021-08-07 00:00:00.0,GONG Li,W,../../../en/results/karate/athlete-profile-n1309456-gong-li.htm,CHN,KTE,Women's Kumite +61kg,People's Republic of China,Karate
2115,Bronze Medal,3,2021-08-07 00:00:00.0,BERULTSEVA Sofya,W,../../../en/results/karate/athlete-profile-n1304797-berultseva-sofya.htm,KAZ,KTE,Women's Kumite +61kg,Kazakhstan,Karate
2116,Gold Medal,1,2021-08-07 00:00:00.0,CHOONG Joseph,M,../../../en/results/modern-pentathlon/athlete-profile-n1444327-choong-joseph.htm,GBR,MPN,Men's Individual,Great Britain,Modern Pentathlon
2117,Silver Medal,2,2021-08-07 00:00:00.0,ELGENDY Ahmed,M,../../../en/results/modern-pentathlon/athlete-profile-n1317725-elgendy-ahmed.htm,EGY,MPN,Men's Individual,Egypt,Modern Pentathlon
2118,Bronze Medal,3,2021-08-07 00:00:00.0,JUN Woongtae,M,../../../en/results/modern-pentathlon/athlete-profile-n1342759-jun-woongtae.htm,KOR,MPN,Men's Individual,Republic of Korea,Modern Pentathlon
2119,Gold Medal,1,2021-08-07 00:00:00.0,ASHRAM Linoy,W,../../../en/results/rhythmic-gymnastics/athlete-profile-n1279943-ashram-linoy.htm,ISR,GRY,Individual All-Around,Israel,Rhythmic Gymnastics
2120,Silver Medal,2,2021-08-07 00:00:00.0,AVERINA Dina,W,../../../en/results/rhythmic-gymnastics/athlete-profile-n1428424-averina-dina.htm,ROC,GRY,Individual All-Around,ROC,Rhythmic Gymnastics
2121,Bronze Medal,3,2021-08-07 00:00:00.0,HARNASKO Alina,W,../../../en/results/rhythmic-gymnastics/athlete-profile-n1289049-harnasko-alina.htm,BLR,GRY,Individual All-Around,Belarus,Rhythmic Gymnastics
2122,Gold Medal,1,2021-08-07 00:00:00.0,le GOFF Nicolas,M,../../../en/results/volleyball/athlete-profile-n1346486-le-goff-nicolas.htm,FRA,VVO,Men,France,Volleyball
2123,Gold Medal,1,2021-08-07 00:00:00.0,CHINENYEZE Barthelemy,M,../../../en/results/volleyball/athlete-profile-n1340471-chinenyeze-barthelemy.htm,FRA,VVO,Men,France,Volleyball
2124,Gold Medal,1,2021-08-07 00:00:00.0,BOYER Stephen,M,../../../en/results/volleyball/athlete-profile-n1340607-boyer-stephen.htm,FRA,VVO,Men,France,Volleyball
2125,Gold Medal,1,2021-08-07 00:00:00.0,BRIZARD Antoine,M,../../../en/results/volleyball/athlete-profile-n1340608-brizard-antoine.htm,FRA,VVO,Men,France,Volleyball
2126,Gold Medal,1,2021-08-07 00:00:00.0,BULTOR Daryl,M,../../../en/results/volleyball/athlete-profile-n1340609-bultor-daryl.htm,FRA,VVO,Men,France,Volleyball
2127,Gold Medal,1,2021-08-07 00:00:00.0,CLEVENOT Trevor,M,../../../en/results/volleyball/athlete-profile-n1340611-clevenot-trevor.htm,FRA,VVO,Men,France,Volleyball
2128,Gold Medal,1,2021-08-07 00:00:00.0,GREBENNIKOV Jenia,M,../../../en/results/volleyball/athlete-profile-n1340615-grebennikov-jenia.htm,FRA,VVO,Men,France,Volleyball
2129,Gold Medal,1,2021-08-07 00:00:00.0,LOUATI Yacine,M,../../../en/results/volleyball/athlete-profile-n1340620-louati-yacine.htm,FRA,VVO,Men,France,Volleyball
2130,Gold Medal,1,2021-08-07 00:00:00.0,NGAPETH Earvin,M,../../../en/results/volleyball/athlete-profile-n1340623-ngapeth-earvin.htm,FRA,VVO,Men,France,Volleyball
2131,Gold Medal,1,2021-08-07 00:00:00.0,PATRY Jean,M,../../../en/results/volleyball/athlete-profile-n1340624-patry-jean.htm,FRA,VVO,Men,France,Volleyball
2132,Gold Medal,1,2021-08-07 00:00:00.0,TILLIE Kevin,M,../../../en/results/volleyball/athlete-profile-n1340629-tillie-kevin.htm,FRA,VVO,Men,France,Volleyball
2133,Gold Medal,1,2021-08-07 00:00:00.0,TONIUTTI Benjamin,M,../../../en/results/volleyball/athlete-profile-n1340630-toniutti-benjamin.htm,FRA,VVO,Men,France,Volleyball
2134,Silver Medal,2,2021-08-07 00:00:00.0,KOBZAR Igor,M,../../../en/results/volleyball/athlete-profile-n1435932-kobzar-igor.htm,ROC,VVO,Men,ROC,Volleyball
2135,Silver Medal,2,2021-08-07 00:00:00.0,PANKOV Pavel,M,../../../en/results/volleyball/athlete-profile-n1435933-pankov-pavel.htm,ROC,VVO,Men,ROC,Volleyball
2136,Silver Medal,2,2021-08-07 00:00:00.0,VOLVICH Artem,M,../../../en/results/volleyball/athlete-profile-n1435937-volvich-artem.htm,ROC,VVO,Men,ROC,Volleyball
2137,Silver Medal,2,2021-08-07 00:00:00.0,KURKAEV Ilyas,M,../../../en/results/volleyball/athlete-profile-n1435939-kurkaev-ilyas.htm,ROC,VVO,Men,ROC,Volleyball
2138,Silver Medal,2,2021-08-07 00:00:00.0,IAKOVLEV Ivan,M,../../../en/results/volleyball/athlete-profile-n1435940-iakovlev-ivan.htm,ROC,VVO,Men,ROC,Volleyball
2139,Silver Medal,2,2021-08-07 00:00:00.0,KLIUKA Egor,M,../../../en/results/volleyball/athlete-profile-n1435949-kliuka-egor.htm,ROC,VVO,Men,ROC,Volleyball
2140,Silver Medal,2,2021-08-07 00:00:00.0,VOLKOV Dmitry,M,../../../en/results/volleyball/athlete-profile-n1435950-volkov-dmitry.htm,ROC,VVO,Men,ROC,Volleyball
2141,Silver Medal,2,2021-08-07 00:00:00.0,PODLESNYKH Yaroslav,M,../../../en/results/volleyball/athlete-profile-n1435953-podlesnykh-yaroslav.htm,ROC,VVO,Men,ROC,Volleyball
2142,Silver Medal,2,2021-08-07 00:00:00.0,BOGDAN Denis,M,../../../en/results/volleyball/athlete-profile-n1435955-bogdan-denis.htm,ROC,VVO,Men,ROC,Volleyball
2143,Silver Medal,2,2021-08-07 00:00:00.0,MIKHAYLOV Maxim,M,../../../en/results/volleyball/athlete-profile-n1435961-mikhaylov-maxim.htm,ROC,VVO,Men,ROC,Volleyball
2144,Silver Medal,2,2021-08-07 00:00:00.0,POLETAEV Victor,M,../../../en/results/volleyball/athlete-profile-n1435962-poletaev-victor.htm,ROC,VVO,Men,ROC,Volleyball
2145,Silver Medal,2,2021-08-07 00:00:00.0,GOLUBEV Valentin,M,../../../en/results/volleyball/athlete-profile-n1435968-golubev-valentin.htm,ROC,VVO,Men,ROC,Volleyball
2146,Bronze Medal,3,2021-08-07 00:00:00.0,de CECCO Luciano,M,../../../en/results/volleyball/athlete-profile-n1366270-de-cecco-luciano.htm,ARG,VVO,Men,Argentina,Volleyball
2147,Bronze Medal,3,2021-08-07 00:00:00.0,SANCHEZ Matias,M,../../../en/results/volleyball/athlete-profile-n1366275-sanchez-matias.htm,ARG,VVO,Men,Argentina,Volleyball
2148,Bronze Medal,3,2021-08-07 00:00:00.0,SOLE Sebastian,M,../../../en/results/volleyball/athlete-profile-n1366852-sole-sebastian.htm,ARG,VVO,Men,Argentina,Volleyball
2149,Bronze Medal,3,2021-08-07 00:00:00.0,RAMOS Martin,M,../../../en/results/volleyball/athlete-profile-n1366854-ramos-martin.htm,ARG,VVO,Men,Argentina,Volleyball
2150,Bronze Medal,3,2021-08-07 00:00:00.0,LOSER Agustin,M,../../../en/results/volleyball/athlete-profile-n1366855-loser-agustin.htm,ARG,VVO,Men,Argentina,Volleyball
2151,Bronze Medal,3,2021-08-07 00:00:00.0,PEREYRA Federico,M,../../../en/results/volleyball/athlete-profile-n1366889-pereyra-federico.htm,ARG,VVO,Men,Argentina,Volleyball
2152,Bronze Medal,3,2021-08-07 00:00:00.0,LIMA Bruno,M,../../../en/results/volleyball/athlete-profile-n1366890-lima-bruno.htm,ARG,VVO,Men,Argentina,Volleyball
2153,Bronze Medal,3,2021-08-07 00:00:00.0,CONTE Facundo,M,../../../en/results/volleyball/athlete-profile-n1366894-conte-facundo.htm,ARG,VVO,Men,Argentina,Volleyball
2154,Bronze Medal,3,2021-08-07 00:00:00.0,POGLAJEN Cristian,M,../../../en/results/volleyball/athlete-profile-n1366895-poglajen-cristian.htm,ARG,VVO,Men,Argentina,Volleyball
2155,Bronze Medal,3,2021-08-07 00:00:00.0,PALACIOS Ezequiel,M,../../../en/results/volleyball/athlete-profile-n1366896-palacios-ezequiel.htm,ARG,VVO,Men,Argentina,Volleyball
2156,Bronze Medal,3,2021-08-07 00:00:00.0,MENDEZ Nicolas,M,../../../en/results/volleyball/athlete-profile-n1366897-mendez-nicolas.htm,ARG,VVO,Men,Argentina,Volleyball
2157,Bronze Medal,3,2021-08-07 00:00:00.0,DANANI Santiago,M,../../../en/results/volleyball/athlete-profile-n1366904-danani-santiago.htm,ARG,VVO,Men,Argentina,Volleyball
2158,Gold Medal,1,2021-08-07 00:00:00.0,FISCHER Aria,W,../../../en/results/water-polo/athlete-profile-n1320500-fischer-aria.htm,USA,WPO,Women,United States of America,Water Polo
2159,Gold Medal,1,2021-08-07 00:00:00.0,JOHNSON Ashleigh,W,../../../en/results/water-polo/athlete-profile-n1320502-johnson-ashleigh.htm,USA,WPO,Women,United States of America,Water Polo
2160,Gold Medal,1,2021-08-07 00:00:00.0,LONGAN Amanda,W,../../../en/results/water-polo/athlete-profile-n1320506-longan-amanda.htm,USA,WPO,Women,United States of America,Water Polo
2161,Gold Medal,1,2021-08-07 00:00:00.0,WILLIAMS Alys,W,../../../en/results/water-polo/athlete-profile-n1320512-williams-alys.htm,USA,WPO,Women,United States of America,Water Polo
2162,Gold Medal,1,2021-08-07 00:00:00.0,NEUSHUL Jamie,W,../../../en/results/water-polo/athlete-profile-n1320532-neushul-jamie.htm,USA,WPO,Women,United States of America,Water Polo
2163,Gold Medal,1,2021-08-07 00:00:00.0,GILCHRIST Kaleigh,W,../../../en/results/water-polo/athlete-profile-n1320540-gilchrist-kaleigh.htm,USA,WPO,Women,United States of America,Water Polo
2164,Gold Medal,1,2021-08-07 00:00:00.0,FISCHER Makenzie,W,../../../en/results/water-polo/athlete-profile-n1320548-fischer-makenzie.htm,USA,WPO,Women,United States of America,Water Polo
2165,Gold Medal,1,2021-08-07 00:00:00.0,MUSSELMAN Madeline,W,../../../en/results/water-polo/athlete-profile-n1320550-musselman-madeline.htm,USA,WPO,Women,United States of America,Water Polo
2166,Gold Medal,1,2021-08-07 00:00:00.0,SEIDEMANN Melissa,W,../../../en/results/water-polo/athlete-profile-n1320555-seidemann-melissa.htm,USA,WPO,Women,United States of America,Water Polo
2167,Gold Medal,1,2021-08-07 00:00:00.0,STEFFENS Margaret,W,../../../en/results/water-polo/athlete-profile-n1320556-steffens-margaret.htm,USA,WPO,Women,United States of America,Water Polo
2168,Gold Medal,1,2021-08-07 00:00:00.0,HAUSCHILD Paige,W,../../../en/results/water-polo/athlete-profile-n1320561-hauschild-paige.htm,USA,WPO,Women,United States of America,Water Polo
2169,Gold Medal,1,2021-08-07 00:00:00.0,FATTAL Rachel,W,../../../en/results/water-polo/athlete-profile-n1320562-fattal-rachel.htm,USA,WPO,Women,United States of America,Water Polo
2170,Gold Medal,1,2021-08-07 00:00:00.0,HARALABIDIS Stephanie,W,../../../en/results/water-polo/athlete-profile-n1320563-haralabidis-stephanie.htm,USA,WPO,Women,United States of America,Water Polo
2171,Silver Medal,2,2021-08-07 00:00:00.0,BACH Marta,W,../../../en/results/water-polo/athlete-profile-n1325896-bach-marta.htm,ESP,WPO,Women,Spain,Water Polo
2172,Silver Medal,2,2021-08-07 00:00:00.0,ESPAR LLAQUET Anna,W,../../../en/results/water-polo/athlete-profile-n1325907-espar-llaquet-anna.htm,ESP,WPO,Women,Spain,Water Polo
2173,Silver Medal,2,2021-08-07 00:00:00.0,ESPAR LLAQUET Clara,W,../../../en/results/water-polo/athlete-profile-n1325908-espar-llaquet-clara.htm,ESP,WPO,Women,Spain,Water Polo
2174,Silver Medal,2,2021-08-07 00:00:00.0,ESTER RAMOS Laura,W,../../../en/results/water-polo/athlete-profile-n1325909-ester-ramos-laura.htm,ESP,WPO,Women,Spain,Water Polo
2175,Silver Medal,2,2021-08-07 00:00:00.0,FORCA ARIZA Judith,W,../../../en/results/water-polo/athlete-profile-n1325912-forca-ariza-judith.htm,ESP,WPO,Women,Spain,Water Polo
2176,Silver Medal,2,2021-08-07 00:00:00.0,GARCIA GODOY Maica,W,../../../en/results/water-polo/athlete-profile-n1325913-garcia-godoy-maica.htm,ESP,WPO,Women,Spain,Water Polo
2177,Silver Medal,2,2021-08-07 00:00:00.0,GONZALEZ LOPEZ Irene,W,../../../en/results/water-polo/athlete-profile-n1325915-gonzalez-lopez-irene.htm,ESP,WPO,Women,Spain,Water Polo
2178,Silver Medal,2,2021-08-07 00:00:00.0,LEITON ARRONES Paula,W,../../../en/results/water-polo/athlete-profile-n1325920-leiton-arrones-paula.htm,ESP,WPO,Women,Spain,Water Polo
2179,Silver Medal,2,2021-08-07 00:00:00.0,ORTIZ Bea,W,../../../en/results/water-polo/athlete-profile-n1325928-ortiz-bea.htm,ESP,WPO,Women,Spain,Water Polo
2180,Silver Medal,2,2021-08-07 00:00:00.0,PENA Pili,W,../../../en/results/water-polo/athlete-profile-n1325929-pena-pili.htm,ESP,WPO,Women,Spain,Water Polo
2181,Silver Medal,2,2021-08-07 00:00:00.0,SANCHEZ GONZALEZ Maria Elena,W,../../../en/results/water-polo/athlete-profile-n1325933-sanchez-gonzalez-maria-elena.htm,ESP,WPO,Women,Spain,Water Polo
2182,Silver Medal,2,2021-08-07 00:00:00.0,TARRAGO AYMERICH Roser,W,../../../en/results/water-polo/athlete-profile-n1325935-tarrago-aymerich-roser.htm,ESP,WPO,Women,Spain,Water Polo
2183,Silver Medal,2,2021-08-07 00:00:00.0,RUIZ Elena,W,../../../en/results/water-polo/athlete-profile-n1449411-ruiz-elena.htm,ESP,WPO,Women,Spain,Water Polo
2184,Bronze Medal,3,2021-08-07 00:00:00.0,GANGL Edina,W,../../../en/results/water-polo/athlete-profile-n1364474-gangl-edina.htm,HUN,WPO,Women,Hungary,Water Polo
